NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
AMINOCAPROIC ACID ACTION PATHWAY%PATHWHIZ%PW000308	AMINOCAPROIC ACID ACTION PATHWAY%PATHWHIZ%PW000308		17	-0.85388887	-2.479142	0.0	0.0	0.0	141	tags=53%, list=1%, signal=53%	
PRIMARY ALCOHOL METABOLIC PROCESS%GOBP%GO:0034308	PRIMARY ALCOHOL METABOLIC PROCESS%GOBP%GO:0034308		49	-0.65189266	-2.4787896	0.0	0.0	0.0	1295	tags=37%, list=8%, signal=40%	
ZELLWEGER SYNDROME%PATHWHIZ%PW000195	ZELLWEGER SYNDROME%PATHWHIZ%PW000195		15	-0.8774076	-2.4785159	0.0	0.0	0.0	1466	tags=80%, list=9%, signal=88%	
XIMELAGATRAN ACTION PATHWAY%SMPDB%SMP0000279	XIMELAGATRAN ACTION PATHWAY%SMPDB%SMP0000279		17	-0.85388887	-2.4750786	0.0	0.0	0.0	141	tags=53%, list=1%, signal=53%	
COAGULATION%SMPDB%SMP0000586	COAGULATION%SMPDB%SMP0000586		17	-0.85388887	-2.4697735	0.0	0.0	0.0	141	tags=53%, list=1%, signal=53%	
OXIDATION BY CYTOCHROME P450%WIKIPATHWAYS_20240310%WP43%HOMO SAPIENS	OXIDATION BY CYTOCHROME P450%WIKIPATHWAYS_20240310%WP43%HOMO SAPIENS		39	-0.6829527	-2.4680278	0.0	0.0	0.0	1114	tags=49%, list=7%, signal=52%	
BIOLOGICAL OXIDATIONS%REACTOME DATABASE ID RELEASE 81%211859	BIOLOGICAL OXIDATIONS%REACTOME DATABASE ID RELEASE 81%211859		158	-0.5346372	-2.46571	0.0	0.0	0.0	1200	tags=28%, list=8%, signal=31%	
AMINO ACID CATABOLIC PROCESS%GOBP%GO:0009063	AMINO ACID CATABOLIC PROCESS%GOBP%GO:0009063		82	-0.58026195	-2.4616988	0.0	0.0	0.0	2532	tags=39%, list=16%, signal=46%	
ALTEPLASE ACTION PATHWAY%PATHWHIZ%PW000302	ALTEPLASE ACTION PATHWAY%PATHWHIZ%PW000302		17	-0.85388887	-2.4583926	0.0	0.0	0.0	141	tags=53%, list=1%, signal=53%	
PROTEIN-LIPID COMPLEX ORGANIZATION%GOBP%GO:0071825	PROTEIN-LIPID COMPLEX ORGANIZATION%GOBP%GO:0071825		37	-0.71213865	-2.4580774	0.0	0.0	0.0	1691	tags=46%, list=11%, signal=51%	
TENECTEPLASE ACTION PATHWAY%SMPDB%SMP0000283	TENECTEPLASE ACTION PATHWAY%SMPDB%SMP0000283		17	-0.85388887	-2.4491026	0.0	0.0	0.0	141	tags=53%, list=1%, signal=53%	
FAMILIAL HYPERCHOLANEMIA (FHCA)%PATHWHIZ%PW000194	FAMILIAL HYPERCHOLANEMIA (FHCA)%PATHWHIZ%PW000194		15	-0.8774076	-2.4482725	0.0	0.0	0.0	1466	tags=80%, list=9%, signal=88%	
OLEFINIC COMPOUND METABOLIC PROCESS%GOBP%GO:0120254	OLEFINIC COMPOUND METABOLIC PROCESS%GOBP%GO:0120254		84	-0.582759	-2.4422152	0.0	0.0	0.0	1083	tags=30%, list=7%, signal=32%	
WARFARIN ACTION PATHWAY%SMPDB%SMP0000268	WARFARIN ACTION PATHWAY%SMPDB%SMP0000268		17	-0.85388887	-2.4353054	0.0	1.8499299E-5	0.001	141	tags=53%, list=1%, signal=53%	
HALLMARK_XENOBIOTIC_METABOLISM%MSIGDBHALLMARK%HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM%MSIGDBHALLMARK%HALLMARK_XENOBIOTIC_METABOLISM		129	-0.54736435	-2.4265177	0.0	1.8252642E-5	0.001	1075	tags=27%, list=7%, signal=29%	
STREPTOKINASE ACTION PATHWAY%PATHWHIZ%PW000304	STREPTOKINASE ACTION PATHWAY%PATHWHIZ%PW000304		17	-0.85388887	-2.4216537	0.0	1.8012477E-5	0.001	141	tags=53%, list=1%, signal=53%	
PID_HNF3B_PATHWAY%MSIGDB_C2%PID_HNF3B_PATHWAY	PID_HNF3B_PATHWAY%MSIGDB_C2%PID_HNF3B_PATHWAY		24	-0.7534834	-2.417721	0.0	1.7778548E-5	0.001	1222	tags=38%, list=8%, signal=41%	
COMPLEMENT ACTIVATION%GOBP%GO:0006956	COMPLEMENT ACTIVATION%GOBP%GO:0006956		38	-0.66461474	-2.4140868	0.0	1.7550617E-5	0.001	1564	tags=45%, list=10%, signal=50%	
SYNTHESIS OF BILE ACIDS AND BILE SALTS%REACTOME%R-HSA-192105.4	SYNTHESIS OF BILE ACIDS AND BILE SALTS%REACTOME%R-HSA-192105.4		31	-0.6917543	-2.4016826	0.0	1.7328459E-5	0.001	1553	tags=48%, list=10%, signal=54%	
SYNTHESIS OF BILE ACIDS AND BILE SALTS VIA 7ALPHA-HYDROXYCHOLESTEROL%REACTOME%R-HSA-193368.4	SYNTHESIS OF BILE ACIDS AND BILE SALTS VIA 7ALPHA-HYDROXYCHOLESTEROL%REACTOME%R-HSA-193368.4		21	-0.7842081	-2.3981757	0.0	1.7111854E-5	0.001	1553	tags=62%, list=10%, signal=69%	
HALLMARK_COAGULATION%MSIGDBHALLMARK%HALLMARK_COAGULATION	HALLMARK_COAGULATION%MSIGDBHALLMARK%HALLMARK_COAGULATION		84	-0.58036083	-2.3859274	0.0	1.6900594E-5	0.001	1503	tags=29%, list=10%, signal=31%	
FOLATE METABOLISM%WIKIPATHWAYS_20240310%WP176%HOMO SAPIENS	FOLATE METABOLISM%WIKIPATHWAYS_20240310%WP176%HOMO SAPIENS		41	-0.65928227	-2.3777442	0.0	1.669449E-5	0.001	556	tags=24%, list=4%, signal=25%	
REGULATION OF PLASMA LIPOPROTEIN PARTICLE LEVELS%GOBP%GO:0097006	REGULATION OF PLASMA LIPOPROTEIN PARTICLE LEVELS%GOBP%GO:0097006		47	-0.62530625	-2.3518262	0.0	1.6493352E-5	0.001	1691	tags=40%, list=11%, signal=45%	
STEROID METABOLIC PROCESS%GOBP%GO:0008202	STEROID METABOLIC PROCESS%GOBP%GO:0008202		139	-0.52699876	-2.349581	0.0	1.6297003E-5	0.001	1329	tags=29%, list=9%, signal=32%	
ISOPRENOID METABOLIC PROCESS%GOBP%GO:0006720	ISOPRENOID METABOLIC PROCESS%GOBP%GO:0006720		85	-0.5423728	-2.3357816	0.0	3.2050822E-5	0.002	1114	tags=29%, list=7%, signal=32%	
OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20240310%WP4545%HOMO SAPIENS	OXYSTEROLS DERIVED FROM CHOLESTEROL%WIKIPATHWAYS_20240310%WP4545%HOMO SAPIENS		34	-0.65405023	-2.3300307	0.0	3.167814E-5	0.002	1232	tags=41%, list=8%, signal=45%	
CHOLESTEROL HOMEOSTASIS%GOBP%GO:0042632	CHOLESTEROL HOMEOSTASIS%GOBP%GO:0042632		56	-0.5884543	-2.3289394	0.0	3.1314023E-5	0.002	1466	tags=36%, list=9%, signal=39%	
METAPATHWAY BIOTRANSFORMATION PHASE I AND II%WIKIPATHWAYS_20240310%WP702%HOMO SAPIENS	METAPATHWAY BIOTRANSFORMATION PHASE I AND II%WIKIPATHWAYS_20240310%WP702%HOMO SAPIENS		100	-0.522295	-2.328047	0.0	3.095818E-5	0.002	1626	tags=32%, list=11%, signal=36%	
BILE ACID METABOLIC PROCESS%GOBP%GO:0008206	BILE ACID METABOLIC PROCESS%GOBP%GO:0008206		28	-0.68443924	-2.305511	0.0	7.4730604E-5	0.005	1466	tags=46%, list=9%, signal=51%	
REGULATION OF RESPONSE TO WOUNDING%GOBP%GO:1903034	REGULATION OF RESPONSE TO WOUNDING%GOBP%GO:1903034		120	-0.5174466	-2.3049242	0.0	7.3900264E-5	0.005	638	tags=18%, list=4%, signal=19%	
PROTEINOGENIC AMINO ACID CATABOLIC PROCESS%GOBP%GO:0170040	PROTEINOGENIC AMINO ACID CATABOLIC PROCESS%GOBP%GO:0170040		38	-0.6198423	-2.2952704	0.0	1.3198987E-4	0.009	2529	tags=39%, list=16%, signal=47%	
HUMORAL IMMUNE RESPONSE%GOBP%GO:0006959	HUMORAL IMMUNE RESPONSE%GOBP%GO:0006959		119	-0.51228213	-2.2869372	0.0	1.4519074E-4	0.01	1571	tags=33%, list=10%, signal=36%	
KILLING OF CELLS OF ANOTHER ORGANISM%GOBP%GO:0031640	KILLING OF CELLS OF ANOTHER ORGANISM%GOBP%GO:0031640		22	-0.71701676	-2.2828994	0.0	1.5813152E-4	0.011	873	tags=36%, list=6%, signal=38%	
PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20240310%WP2876%HOMO SAPIENS	PREGNANE X RECEPTOR PATHWAY%WIKIPATHWAYS_20240310%WP2876%HOMO SAPIENS		16	-0.7897498	-2.2827613	0.0	1.5644926E-4	0.011	1566	tags=44%, list=10%, signal=49%	
REGULATION OF TLR BY ENDOGENOUS LIGAND%REACTOME%R-HSA-5686938.6	REGULATION OF TLR BY ENDOGENOUS LIGAND%REACTOME%R-HSA-5686938.6		18	-0.78589207	-2.2823873	0.0	1.5480243E-4	0.011	272	tags=39%, list=2%, signal=40%	
VITAMIN B12 METABOLISM%WIKIPATHWAYS_20240310%WP1533%HOMO SAPIENS	VITAMIN B12 METABOLISM%WIKIPATHWAYS_20240310%WP1533%HOMO SAPIENS		34	-0.64154315	-2.2773223	0.0	1.8188314E-4	0.013	761	tags=26%, list=5%, signal=28%	
IRAK4 DEFICIENCY (TLR2 4)%REACTOME%R-HSA-5603041.3	IRAK4 DEFICIENCY (TLR2 4)%REACTOME%R-HSA-5603041.3		18	-0.76427245	-2.2723393	0.0	1.8000805E-4	0.013	1231	tags=39%, list=8%, signal=42%	
CARBOXYLIC ACID CATABOLIC PROCESS%GOBP%GO:0046395	CARBOXYLIC ACID CATABOLIC PROCESS%GOBP%GO:0046395		181	-0.4801878	-2.2688642	0.0	1.7817123E-4	0.013	1223	tags=27%, list=8%, signal=28%	
SELENIUM MICRONUTRIENT NETWORK%WIKIPATHWAYS_20240310%WP15%HOMO SAPIENS	SELENIUM MICRONUTRIENT NETWORK%WIKIPATHWAYS_20240310%WP15%HOMO SAPIENS		44	-0.61065733	-2.2662623	0.0	1.7637153E-4	0.013	1850	tags=34%, list=12%, signal=39%	
RESPONSE TO XENOBIOTIC STIMULUS%GOBP%GO:0009410	RESPONSE TO XENOBIOTIC STIMULUS%GOBP%GO:0009410		149	-0.5012974	-2.2625425	0.0	1.87952E-4	0.014	1075	tags=23%, list=7%, signal=25%	
COMMON PATHWAY OF FIBRIN CLOT FORMATION%REACTOME DATABASE ID RELEASE 81%140875	COMMON PATHWAY OF FIBRIN CLOT FORMATION%REACTOME DATABASE ID RELEASE 81%140875		16	-0.79084736	-2.257108	0.0	1.9944439E-4	0.015	295	tags=38%, list=2%, signal=38%	
BIOCARTA_NUCLEARRS_PATHWAY%MSIGDB_C2%BIOCARTA_NUCLEARRS_PATHWAY	BIOCARTA_NUCLEARRS_PATHWAY%MSIGDB_C2%BIOCARTA_NUCLEARRS_PATHWAY		23	-0.6815047	-2.2539968	0.0	2.10777E-4	0.016	1566	tags=48%, list=10%, signal=53%	
NON-PROTEINOGENIC AMINO ACID METABOLIC PROCESS%GOBP%GO:0170041	NON-PROTEINOGENIC AMINO ACID METABOLIC PROCESS%GOBP%GO:0170041		47	-0.59662604	-2.2496583	0.0	2.3550465E-4	0.018	1151	tags=30%, list=7%, signal=32%	
RETINOL METABOLISM%SMPDB%SMP0000074	RETINOL METABOLISM%SMPDB%SMP0000074		28	-0.653158	-2.2494915	0.0	2.3324018E-4	0.018	967	tags=39%, list=6%, signal=42%	
ZYMOGEN ACTIVATION%GOBP%GO:0031638	ZYMOGEN ACTIVATION%GOBP%GO:0031638		36	-0.63433903	-2.2370863	0.0	2.6933767E-4	0.021	620	tags=28%, list=4%, signal=29%	
MYD88 DEFICIENCY (TLR2 4)%REACTOME%R-HSA-5602498.3	MYD88 DEFICIENCY (TLR2 4)%REACTOME%R-HSA-5602498.3		17	-0.7648427	-2.2336247	0.0	2.9226486E-4	0.023	1231	tags=41%, list=8%, signal=45%	
EICOSANOID METABOLISM VIA LIPOOXYGENASES LOX %WIKIPATHWAYS_20240310%WP4721%HOMO SAPIENS	EICOSANOID METABOLISM VIA LIPOOXYGENASES LOX %WIKIPATHWAYS_20240310%WP4721%HOMO SAPIENS		16	-0.76424634	-2.233538	0.0	2.895334E-4	0.023	664	tags=56%, list=4%, signal=59%	
